IP:PORT, LOSS, DELAY
188.114.99.16:1843,10.00%,314 ms
188.114.98.164:7281,10.00%,314 ms
188.114.96.197:1070,10.00%,314 ms
188.114.98.139:955,10.00%,314 ms
188.114.98.140:7281,10.00%,314 ms
188.114.97.224:1002,10.00%,314 ms
188.114.98.89:7281,10.00%,314 ms
188.114.96.212:8319,10.00%,314 ms
188.114.98.86:7281,10.00%,314 ms
188.114.99.156:939,10.00%,314 ms
188.114.99.131:939,10.00%,314 ms
188.114.97.157:1002,10.00%,314 ms
188.114.97.197:1002,10.00%,314 ms
188.114.98.199:4198,10.00%,314 ms
188.114.99.63:4177,10.00%,314 ms
188.114.99.7:5279,10.00%,314 ms
188.114.99.154:939,10.00%,314 ms
188.114.99.8:4198,10.00%,315 ms
188.114.98.251:5279,10.00%,315 ms
188.114.97.203:7152,10.00%,315 ms
188.114.99.43:1843,10.00%,315 ms
188.114.97.136:7152,10.00%,315 ms
188.114.99.147:939,10.00%,315 ms
188.114.98.180:7281,10.00%,315 ms
188.114.99.131:988,10.00%,315 ms
188.114.96.91:8854,10.00%,315 ms
188.114.98.179:7281,10.00%,315 ms
188.114.98.180:955,10.00%,315 ms
188.114.98.144:955,10.00%,315 ms
188.114.98.147:7281,10.00%,315 ms
188.114.98.179:955,10.00%,315 ms
188.114.98.68:4500,10.00%,315 ms
188.114.98.206:5279,10.00%,315 ms
188.114.97.14:8319,10.00%,315 ms
188.114.98.129:7281,10.00%,315 ms
188.114.98.90:7281,10.00%,315 ms
188.114.98.89:955,10.00%,316 ms
188.114.97.205:1002,10.00%,316 ms
188.114.98.167:7281,10.00%,316 ms
188.114.98.210:5279,10.00%,316 ms
188.114.97.183:1002,10.00%,316 ms
188.114.98.231:4198,10.00%,316 ms
188.114.98.108:7281,10.00%,316 ms
188.114.99.109:988,10.00%,316 ms
188.114.98.103:7281,10.00%,316 ms
188.114.98.145:955,10.00%,316 ms
188.114.98.143:955,10.00%,316 ms
188.114.99.178:939,10.00%,316 ms
188.114.98.163:955,10.00%,316 ms
188.114.98.147:955,10.00%,316 ms
188.114.97.5:8319,10.00%,316 ms
188.114.98.159:7281,10.00%,316 ms
188.114.98.103:955,10.00%,316 ms
188.114.98.250:5279,10.00%,316 ms
188.114.98.138:7281,10.00%,316 ms
188.114.96.42:8854,10.00%,316 ms
188.114.96.63:8854,10.00%,316 ms
188.114.98.0:955,10.00%,317 ms
188.114.99.231:878,10.00%,317 ms
188.114.96.117:3854,10.00%,317 ms
188.114.96.130:3854,10.00%,317 ms
188.114.96.221:8319,10.00%,317 ms
188.114.98.233:5279,10.00%,317 ms
188.114.99.92:4177,10.00%,317 ms
188.114.97.118:1018,10.00%,317 ms
188.114.97.190:1002,10.00%,317 ms
188.114.98.104:955,10.00%,317 ms
188.114.97.15:8886,10.00%,317 ms
188.114.96.58:8854,10.00%,318 ms
188.114.97.117:939,10.00%,318 ms
188.114.98.108:955,10.00%,318 ms
188.114.97.127:939,10.00%,318 ms
188.114.96.195:1070,10.00%,318 ms
188.114.96.98:500,10.00%,318 ms
162.159.195.45:7152,10.00%,318 ms
188.114.98.111:955,10.00%,318 ms
188.114.98.63:4500,10.00%,318 ms
188.114.98.87:955,10.00%,318 ms
188.114.99.233:890,10.00%,318 ms
188.114.98.8:4500,10.00%,318 ms
188.114.99.31:4177,10.00%,318 ms
188.114.96.165:1070,10.00%,318 ms
188.114.97.53:1018,10.00%,318 ms
188.114.99.41:1843,10.00%,318 ms
188.114.99.127:939,10.00%,318 ms
188.114.96.69:500,10.00%,318 ms
188.114.99.198:878,10.00%,318 ms
188.114.99.124:988,10.00%,318 ms
188.114.96.40:4233,10.00%,319 ms
188.114.98.95:955,10.00%,319 ms
188.114.98.159:955,10.00%,319 ms
188.114.99.235:890,10.00%,319 ms
188.114.97.151:7152,10.00%,319 ms
188.114.98.169:7281,10.00%,319 ms
188.114.99.195:878,10.00%,319 ms
188.114.98.202:4198,10.00%,319 ms
188.114.98.132:7281,10.00%,319 ms
188.114.97.28:8886,10.00%,319 ms
188.114.98.100:7281,10.00%,319 ms
188.114.99.237:878,10.00%,320 ms
188.114.96.28:1701,10.00%,320 ms
188.114.97.46:1018,10.00%,320 ms
188.114.99.38:4177,10.00%,320 ms
188.114.98.223:4198,10.00%,320 ms
188.114.99.34:4177,10.00%,321 ms
188.114.96.201:3854,10.00%,321 ms
188.114.98.226:5279,10.00%,321 ms
188.114.97.98:939,10.00%,321 ms
188.114.98.132:955,10.00%,321 ms
188.114.97.79:1018,10.00%,321 ms
188.114.96.214:8319,10.00%,322 ms
188.114.98.39:4500,10.00%,322 ms
188.114.98.2:4500,10.00%,322 ms
188.114.96.97:8854,10.00%,322 ms
188.114.98.185:5279,10.00%,322 ms
188.114.98.202:5279,10.00%,322 ms
188.114.96.148:1070,10.00%,322 ms
188.114.96.49:500,10.00%,322 ms
188.114.98.173:7281,10.00%,322 ms
188.114.98.176:7281,10.00%,322 ms
188.114.98.86:955,10.00%,323 ms
188.114.99.75:1843,10.00%,323 ms
188.114.97.37:8319,10.00%,323 ms
188.114.97.52:939,10.00%,323 ms
188.114.98.114:7281,10.00%,323 ms
188.114.96.123:1070,10.00%,323 ms
188.114.98.218:4198,10.00%,323 ms
188.114.98.140:955,10.00%,323 ms
188.114.99.41:4177,10.00%,323 ms
188.114.97.155:1002,10.00%,323 ms
188.114.99.69:1843,10.00%,323 ms
188.114.99.183:988,10.00%,323 ms
188.114.96.83:8854,10.00%,324 ms
188.114.96.94:8854,10.00%,324 ms
188.114.98.221:4198,10.00%,324 ms
188.114.98.181:955,10.00%,324 ms
188.114.96.118:3854,10.00%,324 ms
188.114.96.92:8854,10.00%,325 ms
188.114.98.130:955,10.00%,325 ms
188.114.98.246:4198,10.00%,325 ms
188.114.98.126:955,10.00%,326 ms
188.114.96.105:3854,10.00%,327 ms
188.114.99.239:890,10.00%,328 ms
162.159.195.238:1070,10.00%,328 ms
188.114.98.75:4500,10.00%,329 ms
162.159.192.195:1701,10.00%,334 ms
162.159.192.186:1843,10.00%,334 ms
162.159.192.132:1701,10.00%,335 ms
188.114.96.3:1701,10.00%,338 ms
162.159.195.11:946,20.00%,347 ms
162.159.192.60:1701,20.00%,348 ms
162.159.195.71:946,20.00%,348 ms
162.159.195.170:4500,20.00%,348 ms
162.159.192.47:1843,20.00%,348 ms
162.159.195.24:946,20.00%,349 ms
162.159.195.92:4500,20.00%,349 ms
162.159.195.16:946,20.00%,349 ms
162.159.195.77:7152,20.00%,349 ms
162.159.192.36:1843,20.00%,349 ms
162.159.195.42:946,20.00%,349 ms
162.159.195.3:946,20.00%,349 ms
162.159.192.58:1701,20.00%,349 ms
162.159.195.156:4500,20.00%,349 ms
162.159.195.187:988,20.00%,349 ms
162.159.192.164:1701,20.00%,350 ms
162.159.192.45:1701,20.00%,350 ms
162.159.195.247:4233,20.00%,350 ms
162.159.195.94:3476,20.00%,350 ms
162.159.195.141:4500,20.00%,350 ms
162.159.195.152:4500,20.00%,350 ms
162.159.195.222:1070,20.00%,350 ms
162.159.195.196:988,20.00%,350 ms
162.159.195.100:4500,20.00%,350 ms
162.159.195.147:3476,20.00%,350 ms
162.159.195.101:3476,20.00%,350 ms
162.159.195.238:988,20.00%,350 ms
162.159.195.62:946,20.00%,350 ms
162.159.195.30:946,20.00%,350 ms
162.159.195.241:1701,20.00%,350 ms
162.159.192.76:1701,20.00%,350 ms
162.159.192.191:1701,20.00%,350 ms
162.159.195.212:988,20.00%,350 ms
162.159.195.118:3476,20.00%,350 ms
162.159.195.163:4500,20.00%,350 ms
162.159.195.181:988,20.00%,350 ms
162.159.195.17:943,20.00%,350 ms
162.159.192.39:1843,20.00%,350 ms
162.159.195.224:1070,20.00%,350 ms
162.159.195.199:988,20.00%,350 ms
162.159.195.17:946,20.00%,351 ms
162.159.195.193:988,20.00%,351 ms
162.159.195.51:7152,20.00%,351 ms
162.159.195.94:4500,20.00%,351 ms
162.159.195.231:988,20.00%,351 ms
162.159.192.115:1843,20.00%,351 ms
162.159.192.253:854,20.00%,351 ms
162.159.195.167:4500,20.00%,351 ms
162.159.195.186:988,20.00%,351 ms
162.159.195.125:3476,20.00%,351 ms
162.159.195.233:988,20.00%,351 ms
162.159.195.30:7152,20.00%,351 ms
162.159.195.175:988,20.00%,351 ms
162.159.192.68:1843,20.00%,351 ms
162.159.195.91:7152,20.00%,351 ms
162.159.195.185:988,20.00%,351 ms
162.159.195.83:7152,20.00%,351 ms
162.159.195.199:1070,20.00%,351 ms
162.159.195.49:7152,20.00%,351 ms
162.159.195.123:3476,20.00%,351 ms
162.159.192.46:1701,20.00%,351 ms
162.159.195.51:946,20.00%,351 ms
162.159.195.149:3476,20.00%,351 ms
162.159.192.177:1701,20.00%,351 ms
162.159.195.198:988,20.00%,351 ms
162.159.195.173:4500,20.00%,351 ms
162.159.195.253:1701,20.00%,351 ms
162.159.192.77:1843,20.00%,351 ms
162.159.195.215:1070,20.00%,351 ms
162.159.195.77:946,20.00%,351 ms
162.159.195.8:946,20.00%,351 ms
162.159.192.50:1701,20.00%,351 ms
162.159.195.23:946,20.00%,351 ms
162.159.195.156:3476,20.00%,351 ms
162.159.195.173:3476,20.00%,351 ms
162.159.195.55:946,20.00%,351 ms
162.159.195.182:1070,20.00%,351 ms
162.159.192.193:1701,20.00%,351 ms
162.159.195.254:1701,20.00%,351 ms
162.159.195.139:3476,20.00%,351 ms
162.159.195.221:1070,20.00%,351 ms
162.159.192.173:1701,20.00%,351 ms
162.159.195.207:988,20.00%,351 ms
162.159.192.162:1843,20.00%,351 ms
162.159.195.164:3476,20.00%,352 ms
162.159.192.217:1701,20.00%,352 ms
162.159.195.57:946,20.00%,352 ms
162.159.192.180:1843,20.00%,352 ms
162.159.195.252:1701,20.00%,352 ms
162.159.195.161:3476,20.00%,352 ms
162.159.195.126:4500,20.00%,352 ms
162.159.192.249:1701,20.00%,352 ms
162.159.195.218:1070,20.00%,352 ms
162.159.195.134:3476,20.00%,352 ms
162.159.192.240:1843,20.00%,352 ms
162.159.195.6:943,20.00%,352 ms
162.159.195.32:946,20.00%,352 ms
162.159.195.183:1070,20.00%,352 ms
162.159.192.45:1843,20.00%,352 ms
162.159.195.140:4500,20.00%,352 ms
162.159.192.170:1701,20.00%,352 ms
162.159.192.252:7152,20.00%,352 ms
162.159.192.117:1843,20.00%,352 ms
162.159.192.248:1843,20.00%,352 ms
162.159.195.52:7152,20.00%,352 ms
162.159.192.254:7152,20.00%,352 ms
162.159.192.41:1843,20.00%,352 ms
162.159.192.176:1843,20.00%,352 ms
162.159.192.58:1843,20.00%,352 ms
162.159.195.237:988,20.00%,352 ms
162.159.192.88:1843,20.00%,352 ms
162.159.192.234:1701,20.00%,352 ms
162.159.195.76:946,20.00%,352 ms
162.159.195.228:1070,20.00%,352 ms
162.159.192.177:1843,20.00%,352 ms
162.159.195.124:4500,20.00%,352 ms
162.159.195.117:3476,20.00%,352 ms
162.159.195.171:4500,20.00%,352 ms
162.159.192.90:1843,20.00%,352 ms
162.159.195.184:988,20.00%,353 ms
162.159.192.237:1701,20.00%,353 ms
162.159.192.194:1843,20.00%,353 ms
162.159.192.48:1701,20.00%,353 ms
162.159.195.248:1701,20.00%,353 ms
162.159.192.251:854,20.00%,353 ms
162.159.192.137:1701,20.00%,353 ms
162.159.192.61:1701,20.00%,353 ms
162.159.195.218:988,20.00%,353 ms
162.159.195.6:946,20.00%,353 ms
162.159.192.219:1843,20.00%,353 ms
162.159.192.83:1843,20.00%,353 ms
162.159.195.148:3476,20.00%,353 ms
162.159.195.85:7152,20.00%,353 ms
162.159.195.223:988,20.00%,353 ms
162.159.195.108:4500,20.00%,353 ms
162.159.192.54:1843,20.00%,353 ms
162.159.195.236:1070,20.00%,353 ms
162.159.192.107:1843,20.00%,353 ms
162.159.195.237:1070,20.00%,353 ms
162.159.192.221:1843,20.00%,353 ms
162.159.192.244:1701,20.00%,353 ms
162.159.192.247:1843,20.00%,354 ms
162.159.192.210:1843,20.00%,354 ms
162.159.195.130:3476,20.00%,354 ms
162.159.195.190:988,20.00%,354 ms
162.159.192.248:1701,20.00%,354 ms
162.159.195.246:4233,20.00%,354 ms
162.159.192.229:1843,20.00%,354 ms
162.159.192.228:1843,20.00%,354 ms
162.159.192.182:1843,20.00%,354 ms
162.159.192.243:1701,20.00%,354 ms
162.159.192.238:1701,20.00%,354 ms
162.159.195.70:7152,20.00%,354 ms
162.159.192.97:1701,20.00%,354 ms
162.159.192.231:1843,20.00%,354 ms
162.159.192.117:1701,20.00%,354 ms
162.159.195.226:1070,20.00%,354 ms
162.159.192.55:1843,20.00%,355 ms
162.159.192.184:1843,20.00%,355 ms
162.159.192.203:1843,20.00%,355 ms
162.159.192.155:1701,20.00%,355 ms
162.159.192.138:1701,20.00%,355 ms
162.159.192.48:1843,20.00%,355 ms
162.159.192.123:1843,20.00%,355 ms
162.159.192.168:1843,20.00%,355 ms
162.159.192.73:1843,20.00%,355 ms
162.159.192.205:1843,20.00%,355 ms
162.159.192.138:1843,20.00%,355 ms
162.159.195.227:988,20.00%,355 ms
162.159.192.209:1701,20.00%,355 ms
162.159.195.114:3476,20.00%,356 ms
162.159.192.178:1843,20.00%,356 ms
162.159.192.148:1701,20.00%,356 ms
162.159.195.123:4500,20.00%,356 ms
162.159.192.188:1843,20.00%,356 ms
162.159.192.130:1843,20.00%,356 ms
162.159.195.166:3476,20.00%,356 ms
162.159.192.205:1701,20.00%,356 ms
162.159.192.136:1701,20.00%,356 ms
162.159.195.134:4500,20.00%,356 ms
162.159.195.48:7152,20.00%,356 ms
162.159.192.99:1843,20.00%,357 ms
162.159.192.51:1843,20.00%,357 ms
162.159.192.30:1843,20.00%,357 ms
162.159.192.76:1843,20.00%,357 ms
